"Step","transformer-2-(bin) - val/auc","transformer-2-(bin) - val/auc__MIN","transformer-2-(bin) - val/auc__MAX","transformer-2 - val/auc","transformer-2 - val/auc__MIN","transformer-2 - val/auc__MAX"
"1","0.5472185015678406","0.5472185015678406","0.5472185015678406","0.5254329442977905","0.5254329442977905","0.5254329442977905"
"2","0.5713351964950562","0.5713351964950562","0.5713351964950562","0.5678892731666565","0.5678892731666565","0.5678892731666565"
"3","0.5899572372436523","0.5899572372436523","0.5899572372436523","0.592644214630127","0.592644214630127","0.592644214630127"
"4","0.6023273468017578","0.6023273468017578","0.6023273468017578","0.6110125780105591","0.6110125780105591","0.6110125780105591"
"5","0.6129395365715027","0.6129395365715027","0.6129395365715027","0.6208380460739136","0.6208380460739136","0.6208380460739136"
"6","0.6214667558670044","0.6214667558670044","0.6214667558670044","0.634194552898407","0.634194552898407","0.634194552898407"
"7","0.6289607286453247","0.6289607286453247","0.6289607286453247","0.6406168937683105","0.6406168937683105","0.6406168937683105"
"8","0.6354477405548096","0.6354477405548096","0.6354477405548096","0.6492506265640259","0.6492506265640259","0.6492506265640259"
"9","0.6405706405639648","0.6405706405639648","0.6405706405639648","0.6540723443031311","0.6540723443031311","0.6540723443031311"
"10","0.6450225114822388","0.6450225114822388","0.6450225114822388","0.658775806427002","0.658775806427002","0.658775806427002"
"11","0.6485289335250854","0.6485289335250854","0.6485289335250854","0.6648935079574585","0.6648935079574585","0.6648935079574585"
"12","0.6518466472625732","0.6518466472625732","0.6518466472625732","0.6687098741531372","0.6687098741531372","0.6687098741531372"
"13","0.6544852256774902","0.6544852256774902","0.6544852256774902","0.6726598143577576","0.6726598143577576","0.6726598143577576"
"14","0.6567736864089966","0.6567736864089966","0.6567736864089966","0.6773890852928162","0.6773890852928162","0.6773890852928162"
"15","0.6588956117630005","0.6588956117630005","0.6588956117630005","0.6819754242897034","0.6819754242897034","0.6819754242897034"
"16","0.6608209609985352","0.6608209609985352","0.6608209609985352","0.6839852333068848","0.6839852333068848","0.6839852333068848"
"17","0.6626741290092468","0.6626741290092468","0.6626741290092468","0.688909649848938","0.688909649848938","0.688909649848938"
"18","0.6645537614822388","0.6645537614822388","0.6645537614822388","0.693663477897644","0.693663477897644","0.693663477897644"
"19","0.666418194770813","0.666418194770813","0.666418194770813","0.6987718343734741","0.6987718343734741","0.6987718343734741"
"20","0.6681194305419922","0.6681194305419922","0.6681194305419922","0.7038190364837646","0.7038190364837646","0.7038190364837646"
"21","0.6700073480606079","0.6700073480606079","0.6700073480606079","0.7093614339828491","0.7093614339828491","0.7093614339828491"
"22","0.6714848875999451","0.6714848875999451","0.6714848875999451","0.7133432030677795","0.7133432030677795","0.7133432030677795"
"23","0.673272967338562","0.673272967338562","0.673272967338562","0.7168970108032227","0.7168970108032227","0.7168970108032227"
"24","0.6747739315032959","0.6747739315032959","0.6747739315032959","0.7231292724609375","0.7231292724609375","0.7231292724609375"
"25","0.6766308546066284","0.6766308546066284","0.6766308546066284","0.7298548817634583","0.7298548817634583","0.7298548817634583"
"26","0.6781918406486511","0.6781918406486511","0.6781918406486511","0.7343016862869263","0.7343016862869263","0.7343016862869263"
"27","0.6797299385070801","0.6797299385070801","0.6797299385070801","0.7387436032295227","0.7387436032295227","0.7387436032295227"
"28","0.6817827224731445","0.6817827224731445","0.6817827224731445","0.7429126501083374","0.7429126501083374","0.7429126501083374"
"29","0.6831879615783691","0.6831879615783691","0.6831879615783691","0.7460814714431763","0.7460814714431763","0.7460814714431763"
"30","0.6849266290664673","0.6849266290664673","0.6849266290664673","0.7485719919204712","0.7485719919204712","0.7485719919204712"
"31","0.6863881349563599","0.6863881349563599","0.6863881349563599","0.7507011890411377","0.7507011890411377","0.7507011890411377"
"32","0.688033938407898","0.688033938407898","0.688033938407898","0.7521284818649292","0.7521284818649292","0.7521284818649292"
"33","0.6893995404243469","0.6893995404243469","0.6893995404243469","0.7528516054153442","0.7528516054153442","0.7528516054153442"
"34","0.6908233761787415","0.6908233761787415","0.6908233761787415","0.7538082003593445","0.7538082003593445","0.7538082003593445"
"35","0.6925197839736938","0.6925197839736938","0.6925197839736938","0.7550164461135864","0.7550164461135864","0.7550164461135864"
"36","0.6941715478897095","0.6941715478897095","0.6941715478897095","0.7555489540100098","0.7555489540100098","0.7555489540100098"
"37","0.695986270904541","0.695986270904541","0.695986270904541","0.7559889554977417","0.7559889554977417","0.7559889554977417"
"38","0.6974374055862427","0.6974374055862427","0.6974374055862427","0.7581263780593872","0.7581263780593872","0.7581263780593872"
"39","0.6989679932594299","0.6989679932594299","0.6989679932594299","0.7603049278259277","0.7603049278259277","0.7603049278259277"
"40","0.7004178762435913","0.7004178762435913","0.7004178762435913","0.7614867687225342","0.7614867687225342","0.7614867687225342"
"41","0.7018701434135437","0.7018701434135437","0.7018701434135437","0.7637981176376343","0.7637981176376343","0.7637981176376343"
"42","0.7031784057617188","0.7031784057617188","0.7031784057617188","0.7678265571594238","0.7678265571594238","0.7678265571594238"
"43","0.7045024633407593","0.7045024633407593","0.7045024633407593","0.7706491351127625","0.7706491351127625","0.7706491351127625"
"44","0.7059990167617798","0.7059990167617798","0.7059990167617798","0.7729513049125671","0.7729513049125671","0.7729513049125671"
"45","0.7074923515319824","0.7074923515319824","0.7074923515319824","0.7755738496780396","0.7755738496780396","0.7755738496780396"
"46","0.7089403867721558","0.7089403867721558","0.7089403867721558","0.7765949368476868","0.7765949368476868","0.7765949368476868"
"47","0.7104073762893677","0.7104073762893677","0.7104073762893677","0.7761048078536987","0.7761048078536987","0.7761048078536987"
"48","0.7116246819496155","0.7116246819496155","0.7116246819496155","0.7789918184280396","0.7789918184280396","0.7789918184280396"
"49","0.712925910949707","0.712925910949707","0.712925910949707","0.7799546718597412","0.7799546718597412","0.7799546718597412"
"50","0.714169979095459","0.714169979095459","0.714169979095459","0.7813401222229004","0.7813401222229004","0.7813401222229004"
"51","0.7154272794723511","0.7154272794723511","0.7154272794723511","0.7823489904403687","0.7823489904403687","0.7823489904403687"
"52","0.7167341709136963","0.7167341709136963","0.7167341709136963","0.7820039987564087","0.7820039987564087","0.7820039987564087"
"53","0.7179484367370605","0.7179484367370605","0.7179484367370605","0.7838643789291382","0.7838643789291382","0.7838643789291382"
"54","0.7193692922592163","0.7193692922592163","0.7193692922592163","0.7848770022392273","0.7848770022392273","0.7848770022392273"
"55","0.7204849720001221","0.7204849720001221","0.7204849720001221","0.7862063646316528","0.7862063646316528","0.7862063646316528"
"56","0.7215554714202881","0.7215554714202881","0.7215554714202881","0.7880786657333374","0.7880786657333374","0.7880786657333374"
"57","0.7226414680480957","0.7226414680480957","0.7226414680480957","0.7898491621017456","0.7898491621017456","0.7898491621017456"
"58","0.7236764430999756","0.7236764430999756","0.7236764430999756","0.7902858257293701","0.7902858257293701","0.7902858257293701"
"59","0.7247081398963928","0.7247081398963928","0.7247081398963928","0.7904101610183716","0.7904101610183716","0.7904101610183716"
"60","0.725845992565155","0.725845992565155","0.725845992565155","0.7909063100814819","0.7909063100814819","0.7909063100814819"
"61","0.726679801940918","0.726679801940918","0.726679801940918","0.7928367853164673","0.7928367853164673","0.7928367853164673"
"62","0.7278087139129639","0.7278087139129639","0.7278087139129639","0.7937623858451843","0.7937623858451843","0.7937623858451843"
"63","0.7287728786468506","0.7287728786468506","0.7287728786468506","0.7952775955200195","0.7952775955200195","0.7952775955200195"
"64","0.7297184467315674","0.7297184467315674","0.7297184467315674","0.794511616230011","0.794511616230011","0.794511616230011"
"65","0.7304638624191284","0.7304638624191284","0.7304638624191284","0.7963173389434814","0.7963173389434814","0.7963173389434814"
"66","0.7312387228012085","0.7312387228012085","0.7312387228012085","0.799080491065979","0.799080491065979","0.799080491065979"
"67","0.7319592237472534","0.7319592237472534","0.7319592237472534","0.7980891466140747","0.7980891466140747","0.7980891466140747"
"68","0.732775866985321","0.732775866985321","0.732775866985321","0.7999624013900757","0.7999624013900757","0.7999624013900757"
"69","0.7334860563278198","0.7334860563278198","0.7334860563278198","0.8013843297958374","0.8013843297958374","0.8013843297958374"
"70","0.7341269850730896","0.7341269850730896","0.7341269850730896","0.801568865776062","0.801568865776062","0.801568865776062"
"71","0.7347739934921265","0.7347739934921265","0.7347739934921265","0.7998573780059814","0.7998573780059814","0.7998573780059814"
"72","0.735540509223938","0.735540509223938","0.735540509223938","0.8003813624382019","0.8003813624382019","0.8003813624382019"
"73","0.7361011505126953","0.7361011505126953","0.7361011505126953","0.8039443492889404","0.8039443492889404","0.8039443492889404"
"74","0.7365410327911377","0.7365410327911377","0.7365410327911377","0.8037461638450623","0.8037461638450623","0.8037461638450623"
"75","0.7371401190757751","0.7371401190757751","0.7371401190757751","0.8029104471206665","0.8029104471206665","0.8029104471206665"
"76","0.7375363111495972","0.7375363111495972","0.7375363111495972","0.8062983751296997","0.8062983751296997","0.8062983751296997"
"77","0.737960159778595","0.737960159778595","0.737960159778595","0.807563066482544","0.807563066482544","0.807563066482544"
"78","0.7383782863616943","0.7383782863616943","0.7383782863616943","0.8067225813865662","0.8067225813865662","0.8067225813865662"
"79","0.73888099193573","0.73888099193573","0.73888099193573","0.8088594675064087","0.8088594675064087","0.8088594675064087"
"80","0.7392369508743286","0.7392369508743286","0.7392369508743286","0.808230996131897","0.808230996131897","0.808230996131897"
"81","0.7394751906394958","0.7394751906394958","0.7394751906394958","0.8061507344245911","0.8061507344245911","0.8061507344245911"
"82","0.7397799491882324","0.7397799491882324","0.7397799491882324","0.8110184669494629","0.8110184669494629","0.8110184669494629"
"83","0.7398577928543091","0.7398577928543091","0.7398577928543091","0.8082776069641113","0.8082776069641113","0.8082776069641113"
"84","0.7401281595230103","0.7401281595230103","0.7401281595230103","0.8085072040557861","0.8085072040557861","0.8085072040557861"
"85","0.74033522605896","0.74033522605896","0.74033522605896","0.8127756714820862","0.8127756714820862","0.8127756714820862"
"86","0.7406113147735596","0.7406113147735596","0.7406113147735596","0.8134742975234985","0.8134742975234985","0.8134742975234985"
"87","0.7408038377761841","0.7408038377761841","0.7408038377761841","0.8124343752861023","0.8124343752861023","0.8124343752861023"
"88","0.7409473657608032","0.7409473657608032","0.7409473657608032","0.8150085210800171","0.8150085210800171","0.8150085210800171"
"89","0.7412474751472473","0.7412474751472473","0.7412474751472473","0.815410852432251","0.815410852432251","0.815410852432251"
"90","0.7414577007293701","0.7414577007293701","0.7414577007293701","0.8140913248062134","0.8140913248062134","0.8140913248062134"
"91","0.7416535019874573","0.7416535019874573","0.7416535019874573","0.8164839744567871","0.8164839744567871","0.8164839744567871"
"92","0.7418498992919922","0.7418498992919922","0.7418498992919922","0.8172155618667603","0.8172155618667603","0.8172155618667603"
"93","0.7421890497207642","0.7421890497207642","0.7421890497207642","0.8172568082809448","0.8172568082809448","0.8172568082809448"
"94","0.7425038814544678","0.7425038814544678","0.7425038814544678","0.8185251951217651","0.8185251951217651","0.8185251951217651"
"95","0.7427367568016052","0.7427367568016052","0.7427367568016052","0.8186535835266113","0.8186535835266113","0.8186535835266113"
"96","0.7428672313690186","0.7428672313690186","0.7428672313690186","0.8184311985969543","0.8184311985969543","0.8184311985969543"
"97","0.7430802583694458","0.7430802583694458","0.7430802583694458","0.8194918036460876","0.8194918036460876","0.8194918036460876"
"98","0.7433916330337524","0.7433916330337524","0.7433916330337524","0.820514440536499","0.820514440536499","0.820514440536499"
"99","0.7437088489532471","0.7437088489532471","0.7437088489532471","0.8204479217529297","0.8204479217529297","0.8204479217529297"
"100","0.7440987825393677","0.7440987825393677","0.7440987825393677","0.821473240852356","0.821473240852356","0.821473240852356"
"101","0.744349479675293","0.744349479675293","0.744349479675293","0.8225604295730591","0.8225604295730591","0.8225604295730591"
"102","0.7445589303970337","0.7445589303970337","0.7445589303970337","0.8236773014068604","0.8236773014068604","0.8236773014068604"
"103","0.7448304891586304","0.7448304891586304","0.7448304891586304","0.8235036134719849","0.8235036134719849","0.8235036134719849"
"104","0.7451785206794739","0.7451785206794739","0.7451785206794739","0.8247612714767456","0.8247612714767456","0.8247612714767456"
"105","0.7455140352249146","0.7455140352249146","0.7455140352249146","0.8240362405776978","0.8240362405776978","0.8240362405776978"
"106","0.7459549903869629","0.7459549903869629","0.7459549903869629","0.8245086073875427","0.8245086073875427","0.8245086073875427"
"107","0.746341347694397","0.746341347694397","0.746341347694397","0.825751781463623","0.825751781463623","0.825751781463623"
"108","0.7468114495277405","0.7468114495277405","0.7468114495277405","0.8254772424697876","0.8254772424697876","0.8254772424697876"
"109","0.747252345085144","0.747252345085144","0.747252345085144","0.8264279961585999","0.8264279961585999","0.8264279961585999"
"110","0.7476229667663574","0.7476229667663574","0.7476229667663574","0.8267211318016052","0.8267211318016052","0.8267211318016052"
"111","0.748050332069397","0.748050332069397","0.748050332069397","0.8264912962913513","0.8264912962913513","0.8264912962913513"
"112","0.7487021684646606","0.7487021684646606","0.7487021684646606","0.8275232315063477","0.8275232315063477","0.8275232315063477"
"113","0.7493027448654175","0.7493027448654175","0.7493027448654175","0.8269332647323608","0.8269332647323608","0.8269332647323608"
"114","0.749803900718689","0.749803900718689","0.749803900718689","0.8273295164108276","0.8273295164108276","0.8273295164108276"
"115","0.750411868095398","0.750411868095398","0.750411868095398","0.8283740282058716","0.8283740282058716","0.8283740282058716"
"116","0.750882089138031","0.750882089138031","0.750882089138031","0.8280090689659119","0.8280090689659119","0.8280090689659119"
"117","0.7513634562492371","0.7513634562492371","0.7513634562492371","0.8285046815872192","0.8285046815872192","0.8285046815872192"
"118","0.7519763112068176","0.7519763112068176","0.7519763112068176","0.8294366598129272","0.8294366598129272","0.8294366598129272"
"119","0.752424418926239","0.752424418926239","0.752424418926239","0.8285815119743347","0.8285815119743347","0.8285815119743347"
"120","0.7528747916221619","0.7528747916221619","0.7528747916221619","0.8295753002166748","0.8295753002166748","0.8295753002166748"
"121","0.7534778714179993","0.7534778714179993","0.7534778714179993","0.8301923274993896","0.8301923274993896","0.8301923274993896"
"122","0.7539489269256592","0.7539489269256592","0.7539489269256592","0.8298369646072388","0.8298369646072388","0.8298369646072388"
"123","0.7543438076972961","0.7543438076972961","0.7543438076972961","0.8303593993186951","0.8303593993186951","0.8303593993186951"
"124","0.7547757625579834","0.7547757625579834","0.7547757625579834","0.8299835324287415","0.8299835324287415","0.8299835324287415"
"125","0.7553499937057495","0.7553499937057495","0.7553499937057495","0.83060622215271","0.83060622215271","0.83060622215271"
"126","0.7556281685829163","0.7556281685829163","0.7556281685829163","0.8289638757705688","0.8289638757705688","0.8289638757705688"
"127","0.7563510537147522","0.7563510537147522","0.7563510537147522","0.8305604457855225","0.8305604457855225","0.8305604457855225"
"128","0.7567927837371826","0.7567927837371826","0.7567927837371826","0.8315556049346924","0.8315556049346924","0.8315556049346924"
"129","0.7572966814041138","0.7572966814041138","0.7572966814041138","0.8315334916114807","0.8315334916114807","0.8315334916114807"
"130","0.7577208280563354","0.7577208280563354","0.7577208280563354","0.8320235013961792","0.8320235013961792","0.8320235013961792"
"131","0.7583791613578796","0.7583791613578796","0.7583791613578796","0.8324058651924133","0.8324058651924133","0.8324058651924133"
"132","0.7591250538825989","0.7591250538825989","0.7591250538825989","0.8325249552726746","0.8325249552726746","0.8325249552726746"
"133","0.7596325874328613","0.7596325874328613","0.7596325874328613","0.8322650194168091","0.8322650194168091","0.8322650194168091"
"134","0.7606042623519897","0.7606042623519897","0.7606042623519897","0.8326739072799683","0.8326739072799683","0.8326739072799683"
"135","0.7614238262176514","0.7614238262176514","0.7614238262176514","0.832202672958374","0.832202672958374","0.832202672958374"
"136","0.7621905207633972","0.7621905207633972","0.7621905207633972","0.832273006439209","0.832273006439209","0.832273006439209"
"137","0.7629515528678894","0.7629515528678894","0.7629515528678894","0.8314294815063477","0.8314294815063477","0.8314294815063477"
"138","0.7637091875076294","0.7637091875076294","0.7637091875076294","0.8332109451293945","0.8332109451293945","0.8332109451293945"
"139","0.7646738290786743","0.7646738290786743","0.7646738290786743","0.8328695297241211","0.8328695297241211","0.8328695297241211"
"140","0.7655619382858276","0.7655619382858276","0.7655619382858276","0.8339979648590088","0.8339979648590088","0.8339979648590088"
"141","0.7663588523864746","0.7663588523864746","0.7663588523864746","0.8348050713539124","0.8348050713539124","0.8348050713539124"
"142","0.7672438025474548","0.7672438025474548","0.7672438025474548","0.8344430327415466","0.8344430327415466","0.8344430327415466"
"143","0.767912745475769","0.767912745475769","0.767912745475769","0.8347084522247314","0.8347084522247314","0.8347084522247314"
"144","0.7686521410942078","0.7686521410942078","0.7686521410942078","0.8353250026702881","0.8353250026702881","0.8353250026702881"
"145","0.7692735195159912","0.7692735195159912","0.7692735195159912","0.8336834907531738","0.8336834907531738","0.8336834907531738"
"146","0.7699096202850342","0.7699096202850342","0.7699096202850342","0.8322140574455261","0.8322140574455261","0.8322140574455261"
"147","0.7705854177474976","0.7705854177474976","0.7705854177474976","0.833578884601593","0.833578884601593","0.833578884601593"
"148","0.7711852192878723","0.7711852192878723","0.7711852192878723","0.8312439918518066","0.8312439918518066","0.8312439918518066"
"149","0.7718194723129272","0.7718194723129272","0.7718194723129272","0.8347049951553345","0.8347049951553345","0.8347049951553345"
"150","0.7723726034164429","0.7723726034164429","0.7723726034164429","0.8345786333084106","0.8345786333084106","0.8345786333084106"
"151","0.7728738784790039","0.7728738784790039","0.7728738784790039","0.8365437984466553","0.8365437984466553","0.8365437984466553"
"152","0.7734998464584351","0.7734998464584351","0.7734998464584351","0.8359165191650391","0.8359165191650391","0.8359165191650391"
"153","0.7739092111587524","0.7739092111587524","0.7739092111587524","0.8368967175483704","0.8368967175483704","0.8368967175483704"
"154","0.7744415402412415","0.7744415402412415","0.7744415402412415","0.8370602130889893","0.8370602130889893","0.8370602130889893"
"155","0.7748380899429321","0.7748380899429321","0.7748380899429321","0.8377772569656372","0.8377772569656372","0.8377772569656372"
"156","0.7753562927246094","0.7753562927246094","0.7753562927246094","0.8374095559120178","0.8374095559120178","0.8374095559120178"
"157","0.7758184671401978","0.7758184671401978","0.7758184671401978","0.8381925821304321","0.8381925821304321","0.8381925821304321"
"158","0.7762347459793091","0.7762347459793091","0.7762347459793091","0.8379796147346497","0.8379796147346497","0.8379796147346497"
"159","0.7766356468200684","0.7766356468200684","0.7766356468200684","0.8384997844696045","0.8384997844696045","0.8384997844696045"
"160","0.7770165205001831","0.7770165205001831","0.7770165205001831","0.8373422026634216","0.8373422026634216","0.8373422026634216"
"161","0.7773886919021606","0.7773886919021606","0.7773886919021606","0.8390275239944458","0.8390275239944458","0.8390275239944458"
"162","0.7775139212608337","0.7775139212608337","0.7775139212608337","0.8375420570373535","0.8375420570373535","0.8375420570373535"
"163","0.7780400514602661","0.7780400514602661","0.7780400514602661","0.8373020887374878","0.8373020887374878","0.8373020887374878"
"164","0.7784193158149719","0.7784193158149719","0.7784193158149719","0.8381143808364868","0.8381143808364868","0.8381143808364868"
"165","0.7788543701171875","0.7788543701171875","0.7788543701171875","0.8366924524307251","0.8366924524307251","0.8366924524307251"
"166","0.779218316078186","0.779218316078186","0.779218316078186","0.8379992842674255","0.8379992842674255","0.8379992842674255"
"167","0.7795642018318176","0.7795642018318176","0.7795642018318176","0.8388546705245972","0.8388546705245972","0.8388546705245972"
"168","0.7799551486968994","0.7799551486968994","0.7799551486968994","0.8387079238891602","0.8387079238891602","0.8387079238891602"
"169","0.7803745269775391","0.7803745269775391","0.7803745269775391","0.8394944667816162","0.8394944667816162","0.8394944667816162"
"170","0.7807453870773315","0.7807453870773315","0.7807453870773315","0.8396223783493042","0.8396223783493042","0.8396223783493042"
"171","0.7810076475143433","0.7810076475143433","0.7810076475143433","0.840300440788269","0.840300440788269","0.840300440788269"
"172","0.7814657688140869","0.7814657688140869","0.7814657688140869","0.840446949005127","0.840446949005127","0.840446949005127"
"173","0.7819086313247681","0.7819086313247681","0.7819086313247681","0.8380950689315796","0.8380950689315796","0.8380950689315796"
"174","0.7823801040649414","0.7823801040649414","0.7823801040649414","0.840461254119873","0.840461254119873","0.840461254119873"
"175","0.7827672958374023","0.7827672958374023","0.7827672958374023","0.8405618667602539","0.8405618667602539","0.8405618667602539"
"176","0.7831162214279175","0.7831162214279175","0.7831162214279175","0.8406811952590942","0.8406811952590942","0.8406811952590942"
"177","0.7834838628768921","0.7834838628768921","0.7834838628768921","0.840752124786377","0.840752124786377","0.840752124786377"
"178","0.7837321758270264","0.7837321758270264","0.7837321758270264","0.8405057787895203","0.8405057787895203","0.8405057787895203"
"179","0.7842676043510437","0.7842676043510437","0.7842676043510437","0.8414252996444702","0.8414252996444702","0.8414252996444702"
"180","0.7845567464828491","0.7845567464828491","0.7845567464828491","0.8409745097160339","0.8409745097160339","0.8409745097160339"
"181","0.784838080406189","0.784838080406189","0.784838080406189","0.8422234058380127","0.8422234058380127","0.8422234058380127"
"182","0.7852553129196167","0.7852553129196167","0.7852553129196167","0.8412348628044128","0.8412348628044128","0.8412348628044128"
"183","0.7855264544487","0.7855264544487","0.7855264544487","0.8412826061248779","0.8412826061248779","0.8412826061248779"
"184","0.7856805920600891","0.7856805920600891","0.7856805920600891","0.8407946825027466","0.8407946825027466","0.8407946825027466"
"185","0.7862114310264587","0.7862114310264587","0.7862114310264587","0.8424127101898193","0.8424127101898193","0.8424127101898193"
"186","0.7863861322402954","0.7863861322402954","0.7863861322402954","0.8422853946685791","0.8422853946685791","0.8422853946685791"
"187","0.7866300344467163","0.7866300344467163","0.7866300344467163","0.8412008285522461","0.8412008285522461","0.8412008285522461"
"188","0.7868385910987854","0.7868385910987854","0.7868385910987854","0.8423030376434326","0.8423030376434326","0.8423030376434326"
"189","0.7872041463851929","0.7872041463851929","0.7872041463851929","0.8428314328193665","0.8428314328193665","0.8428314328193665"
"190","0.7875547409057617","0.7875547409057617","0.7875547409057617","0.8409931659698486","0.8409931659698486","0.8409931659698486"
"191","0.7877230048179626","0.7877230048179626","0.7877230048179626","0.8427573442459106","0.8427573442459106","0.8427573442459106"
"192","0.7879884243011475","0.7879884243011475","0.7879884243011475","0.8425818681716919","0.8425818681716919","0.8425818681716919"
"193","0.7880648374557495","0.7880648374557495","0.7880648374557495","0.8414607048034668","0.8414607048034668","0.8414607048034668"
"194","0.7883833050727844","0.7883833050727844","0.7883833050727844","0.8428962230682373","0.8428962230682373","0.8428962230682373"
"195","0.788735032081604","0.788735032081604","0.788735032081604","0.8419636487960815","0.8419636487960815","0.8419636487960815"
"196","0.7890196442604065","0.7890196442604065","0.7890196442604065","0.8423217535018921","0.8423217535018921","0.8423217535018921"
"197","0.7893224954605103","0.7893224954605103","0.7893224954605103","0.8434486389160156","0.8434486389160156","0.8434486389160156"
"198","0.7895551919937134","0.7895551919937134","0.7895551919937134","0.8428643941879272","0.8428643941879272","0.8428643941879272"
"199","0.7896914482116699","0.7896914482116699","0.7896914482116699","0.8431503772735596","0.8431503772735596","0.8431503772735596"
"200","0.7899561524391174","0.7899561524391174","0.7899561524391174","0.8436743021011353","0.8436743021011353","0.8436743021011353"
"201","0.7901217341423035","0.7901217341423035","0.7901217341423035","0.843231737613678","0.843231737613678","0.843231737613678"
"202","0.7906031608581543","0.7906031608581543","0.7906031608581543","0.8437890410423279","0.8437890410423279","0.8437890410423279"
"203","0.7906697988510132","0.7906697988510132","0.7906697988510132","0.8423453569412231","0.8423453569412231","0.8423453569412231"
"204","0.7909801006317139","0.7909801006317139","0.7909801006317139","0.8435323238372803","0.8435323238372803","0.8435323238372803"
"205","0.7911071181297302","0.7911071181297302","0.7911071181297302","0.8442187905311584","0.8442187905311584","0.8442187905311584"
"206","0.7914800047874451","0.7914800047874451","0.7914800047874451","0.8428420424461365","0.8428420424461365","0.8428420424461365"
"207","0.7916386127471924","0.7916386127471924","0.7916386127471924","0.8445453643798828","0.8445453643798828","0.8445453643798828"
"208","0.7918353080749512","0.7918353080749512","0.7918353080749512","0.843589186668396","0.843589186668396","0.843589186668396"
"209","0.7921327352523804","0.7921327352523804","0.7921327352523804","0.8429303169250488","0.8429303169250488","0.8429303169250488"
"210","0.7923879623413086","0.7923879623413086","0.7923879623413086","0.8430664539337158","0.8430664539337158","0.8430664539337158"
"211","0.7927346229553223","0.7927346229553223","0.7927346229553223","0.8441027402877808","0.8441027402877808","0.8441027402877808"
"212","0.7927596569061279","0.7927596569061279","0.7927596569061279","0.844460666179657","0.844460666179657","0.844460666179657"
"213","0.7931035757064819","0.7931035757064819","0.7931035757064819","0.8443603515625","0.8443603515625","0.8443603515625"
"214","0.7931609153747559","0.7931609153747559","0.7931609153747559","0.8443737030029297","0.8443737030029297","0.8443737030029297"
"215","0.793839693069458","0.793839693069458","0.793839693069458","0.8437488079071045","0.8437488079071045","0.8437488079071045"
"216","0.7939711809158325","0.7939711809158325","0.7939711809158325","0.8450455069541931","0.8450455069541931","0.8450455069541931"
"217","0.7940922379493713","0.7940922379493713","0.7940922379493713","0.844573974609375","0.844573974609375","0.844573974609375"
"218","0.7944947481155396","0.7944947481155396","0.7944947481155396","0.8445252180099487","0.8445252180099487","0.8445252180099487"
"219","0.7947056293487549","0.7947056293487549","0.7947056293487549","0.8440091609954834","0.8440091609954834","0.8440091609954834"
"220","0.7950646877288818","0.7950646877288818","0.7950646877288818","0.8444305658340454","0.8444305658340454","0.8444305658340454"
"221","0.7949771285057068","0.7949771285057068","0.7949771285057068","0.8447405099868774","0.8447405099868774","0.8447405099868774"
"222","0.7954948544502258","0.7954948544502258","0.7954948544502258","0.8448765277862549","0.8448765277862549","0.8448765277862549"
"223","0.7961077094078064","0.7961077094078064","0.7961077094078064","0.8434757590293884","0.8434757590293884","0.8434757590293884"
"224","0.7959538102149963","0.7959538102149963","0.7959538102149963","0.8455123901367188","0.8455123901367188","0.8455123901367188"
