"epoch","transformer-2-w-sample-class-weighted - _step","transformer-2-w-sample-class-weighted - _step__MIN","transformer-2-w-sample-class-weighted - _step__MAX","transformer-2-w-sample-class-weighted - val/f1","transformer-2-w-sample-class-weighted - val/f1__MIN","transformer-2-w-sample-class-weighted - val/f1__MAX","transformer-2-w-sample-class-raw - _step","transformer-2-w-sample-class-raw - _step__MIN","transformer-2-w-sample-class-raw - _step__MAX","transformer-2-w-sample-class-raw - val/f1","transformer-2-w-sample-class-raw - val/f1__MIN","transformer-2-w-sample-class-raw - val/f1__MAX","transformer-2-w-class-raw - _step","transformer-2-w-class-raw - _step__MIN","transformer-2-w-class-raw - _step__MAX","transformer-2-w-class-raw - val/f1","transformer-2-w-class-raw - val/f1__MIN","transformer-2-w-class-raw - val/f1__MAX","transformer-2-w-class-weighted - _step","transformer-2-w-class-weighted - _step__MIN","transformer-2-w-class-weighted - _step__MAX","transformer-2-w-class-weighted - val/f1","transformer-2-w-class-weighted - val/f1__MIN","transformer-2-w-class-weighted - val/f1__MAX","transformer-2-w-sample-unnorm - _step","transformer-2-w-sample-unnorm - _step__MIN","transformer-2-w-sample-unnorm - _step__MAX","transformer-2-w-sample-unnorm - val/f1","transformer-2-w-sample-unnorm - val/f1__MIN","transformer-2-w-sample-unnorm - val/f1__MAX","transformer-2-w-sample - _step","transformer-2-w-sample - _step__MIN","transformer-2-w-sample - _step__MAX","transformer-2-w-sample - val/f1","transformer-2-w-sample - val/f1__MIN","transformer-2-w-sample - val/f1__MAX","transformer-2 - _step","transformer-2 - _step__MIN","transformer-2 - _step__MAX","transformer-2 - val/f1","transformer-2 - val/f1__MIN","transformer-2 - val/f1__MAX"
"50","51","51","51","0.08231675624847412","0.08231675624847412","0.08231675624847412","51","51","51","0.16215184330940247","0.16215184330940247","0.16215184330940247","51","51","51","0.228354811668396","0.228354811668396","0.228354811668396","51","51","51","0.07152605056762695","0.07152605056762695","0.07152605056762695","51","51","51","0.566236674785614","0.566236674785614","0.566236674785614","51","51","51","0.5680058002471924","0.5680058002471924","0.5680058002471924","50","50","50","0.6035670042037964","0.6035670042037964","0.6035670042037964"
"51","52","52","52","0.07981792837381363","0.07981792837381363","0.07981792837381363","52","52","52","0.16225624084472656","0.16225624084472656","0.16225624084472656","52","52","52","0.4152436852455139","0.4152436852455139","0.4152436852455139","52","52","52","0.08925379067659378","0.08925379067659378","0.08925379067659378","52","52","52","0.5733744502067566","0.5733744502067566","0.5733744502067566","52","52","52","0.568628191947937","0.568628191947937","0.568628191947937","51","51","51","0.6140254735946655","0.6140254735946655","0.6140254735946655"
"52","53","53","53","0.1370145082473755","0.1370145082473755","0.1370145082473755","53","53","53","0.1623159646987915","0.1623159646987915","0.1623159646987915","53","53","53","0.3821215331554413","0.3821215331554413","0.3821215331554413","53","53","53","0.02954242378473282","0.02954242378473282","0.02954242378473282","53","53","53","0.5752221941947937","0.5752221941947937","0.5752221941947937","53","53","53","0.5297865867614746","0.5297865867614746","0.5297865867614746","52","52","52","0.6146727800369263","0.6146727800369263","0.6146727800369263"
"53","54","54","54","0.11895568668842316","0.11895568668842316","0.11895568668842316","54","54","54","0.16114307940006256","0.16114307940006256","0.16114307940006256","54","54","54","0.281116247177124","0.281116247177124","0.281116247177124","54","54","54","0.0864185094833374","0.0864185094833374","0.0864185094833374","54","54","54","0.5916011929512024","0.5916011929512024","0.5916011929512024","54","54","54","0.5794100165367126","0.5794100165367126","0.5794100165367126","53","53","53","0.6105377674102783","0.6105377674102783","0.6105377674102783"
"54","55","55","55","0.06640475243330002","0.06640475243330002","0.06640475243330002","55","55","55","0.15998540818691254","0.15998540818691254","0.15998540818691254","55","55","55","0.37863755226135254","0.37863755226135254","0.37863755226135254","55","55","55","0.06455931067466736","0.06455931067466736","0.06455931067466736","55","55","55","0.5646902322769165","0.5646902322769165","0.5646902322769165","55","55","55","0.5565228462219238","0.5565228462219238","0.5565228462219238","54","54","54","0.6206871271133423","0.6206871271133423","0.6206871271133423"
"55","56","56","56","0.20342086255550385","0.20342086255550385","0.20342086255550385","56","56","56","0.15998540818691254","0.15998540818691254","0.15998540818691254","56","56","56","0.3815569281578064","0.3815569281578064","0.3815569281578064","56","56","56","0.15011200308799744","0.15011200308799744","0.15011200308799744","56","56","56","0.5806391835212708","0.5806391835212708","0.5806391835212708","56","56","56","0.5928239226341248","0.5928239226341248","0.5928239226341248","55","55","55","0.5847156643867493","0.5847156643867493","0.5847156643867493"
"56","57","57","57","0.09644009917974472","0.09644009917974472","0.09644009917974472","57","57","57","0.15974529087543488","0.15974529087543488","0.15974529087543488","57","57","57","0.4200802147388458","0.4200802147388458","0.4200802147388458","57","57","57","0.01080993004143238","0.01080993004143238","0.01080993004143238","57","57","57","0.5853047370910645","0.5853047370910645","0.5853047370910645","57","57","57","0.5878525376319885","0.5878525376319885","0.5878525376319885","56","56","56","0.6097695231437683","0.6097695231437683","0.6097695231437683"
"57","58","58","58","0.2642545998096466","0.2642545998096466","0.2642545998096466","58","58","58","0.15974529087543488","0.15974529087543488","0.15974529087543488","58","58","58","0.3918866515159607","0.3918866515159607","0.3918866515159607","58","58","58","0.005491082090884447","0.005491082090884447","0.005491082090884447","58","58","58","0.5696650147438049","0.5696650147438049","0.5696650147438049","58","58","58","0.5939742922782898","0.5939742922782898","0.5939742922782898","57","57","57","0.5939920544624329","0.5939920544624329","0.5939920544624329"
"58","59","59","59","0.080270916223526","0.080270916223526","0.080270916223526","59","59","59","0.15974529087543488","0.15974529087543488","0.15974529087543488","59","59","59","0.29542186856269836","0.29542186856269836","0.29542186856269836","59","59","59","0.016040315851569176","0.016040315851569176","0.016040315851569176","59","59","59","0.587384045124054","0.587384045124054","0.587384045124054","59","59","59","0.566354513168335","0.566354513168335","0.566354513168335","58","58","58","0.5714202523231506","0.5714202523231506","0.5714202523231506"
"59","60","60","60","0.18456542491912842","0.18456542491912842","0.18456542491912842","60","60","60","0.15974529087543488","0.15974529087543488","0.15974529087543488","60","60","60","0.39475777745246887","0.39475777745246887","0.39475777745246887","60","60","60","0.024771250784397125","0.024771250784397125","0.024771250784397125","60","60","60","0.5641125440597534","0.5641125440597534","0.5641125440597534","60","60","60","0.5811004042625427","0.5811004042625427","0.5811004042625427","59","59","59","0.5979230999946594","0.5979230999946594","0.5979230999946594"
"60","61","61","61","0.059724360704422","0.059724360704422","0.059724360704422","61","61","61","0.15974529087543488","0.15974529087543488","0.15974529087543488","61","61","61","0.413459450006485","0.413459450006485","0.413459450006485","61","61","61","0.0427534356713295","0.0427534356713295","0.0427534356713295","61","61","61","0.5380544066429138","0.5380544066429138","0.5380544066429138","61","61","61","0.5444814562797546","0.5444814562797546","0.5444814562797546","60","60","60","0.5731447339057922","0.5731447339057922","0.5731447339057922"
"61","62","62","62","0.21163804829120636","0.21163804829120636","0.21163804829120636","62","62","62","0.15974529087543488","0.15974529087543488","0.15974529087543488","62","62","62","0.40469807386398315","0.40469807386398315","0.40469807386398315","62","62","62","0.04740401357412338","0.04740401357412338","0.04740401357412338","62","62","62","0.5816692113876343","0.5816692113876343","0.5816692113876343","62","62","62","0.568755030632019","0.568755030632019","0.568755030632019","61","61","61","0.5800902247428894","0.5800902247428894","0.5800902247428894"
"62","63","63","63","0.1201566755771637","0.1201566755771637","0.1201566755771637","63","63","63","0.15974529087543488","0.15974529087543488","0.15974529087543488","63","63","63","0.44374457001686096","0.44374457001686096","0.44374457001686096","63","63","63","0.04766401648521423","0.04766401648521423","0.04766401648521423","63","63","63","0.5745714902877808","0.5745714902877808","0.5745714902877808","63","63","63","0.5568810105323792","0.5568810105323792","0.5568810105323792","62","62","62","0.5843307971954346","0.5843307971954346","0.5843307971954346"
"63","64","64","64","0.14589489996433258","0.14589489996433258","0.14589489996433258","64","64","64","0.15974529087543488","0.15974529087543488","0.15974529087543488","64","64","64","0.37355148792266846","0.37355148792266846","0.37355148792266846","64","64","64","0.08230897784233093","0.08230897784233093","0.08230897784233093","64","64","64","0.5705011487007141","0.5705011487007141","0.5705011487007141","64","64","64","0.6016655564308167","0.6016655564308167","0.6016655564308167","63","63","63","0.5737769603729248","0.5737769603729248","0.5737769603729248"
"64","65","65","65","0.07968036830425262","0.07968036830425262","0.07968036830425262","65","65","65","0.15983900427818298","0.15983900427818298","0.15983900427818298","65","65","65","0.393300324678421","0.393300324678421","0.393300324678421","65","65","65","0.09719987958669662","0.09719987958669662","0.09719987958669662","65","65","65","0.5559532046318054","0.5559532046318054","0.5559532046318054","65","65","65","0.5378533601760864","0.5378533601760864","0.5378533601760864","64","64","64","0.5817567110061646","0.5817567110061646","0.5817567110061646"
"65","66","66","66","0.1453275829553604","0.1453275829553604","0.1453275829553604","66","66","66","0.15979436039924622","0.15979436039924622","0.15979436039924622","66","66","66","0.388007253408432","0.388007253408432","0.388007253408432","66","66","66","0.11007881909608841","0.11007881909608841","0.11007881909608841","66","66","66","0.49711400270462036","0.49711400270462036","0.49711400270462036","66","66","66","0.5698369741439819","0.5698369741439819","0.5698369741439819","65","65","65","0.5977704524993896","0.5977704524993896","0.5977704524993896"
"66","67","67","67","0.09393133223056793","0.09393133223056793","0.09393133223056793","67","67","67","0.15983900427818298","0.15983900427818298","0.15983900427818298","67","67","67","0.3645932078361511","0.3645932078361511","0.3645932078361511","67","67","67","0.13213178515434265","0.13213178515434265","0.13213178515434265","67","67","67","0.5628494024276733","0.5628494024276733","0.5628494024276733","67","67","67","0.5470749735832214","0.5470749735832214","0.5470749735832214","66","66","66","0.5433597564697266","0.5433597564697266","0.5433597564697266"
"67","68","68","68","0.20726756751537323","0.20726756751537323","0.20726756751537323","68","68","68","0.15983900427818298","0.15983900427818298","0.15983900427818298","68","68","68","0.42636993527412415","0.42636993527412415","0.42636993527412415","68","68","68","0.10592170059680939","0.10592170059680939","0.10592170059680939","68","68","68","0.5467615723609924","0.5467615723609924","0.5467615723609924","68","68","68","0.5694374442100525","0.5694374442100525","0.5694374442100525","67","67","67","0.5905775427818298","0.5905775427818298","0.5905775427818298"
"68","69","69","69","0.09149278700351715","0.09149278700351715","0.09149278700351715","69","69","69","0.15990586578845978","0.15990586578845978","0.15990586578845978","69","69","69","0.3881864845752716","0.3881864845752716","0.3881864845752716","69","69","69","0.12636451423168182","0.12636451423168182","0.12636451423168182","69","69","69","0.5265414714813232","0.5265414714813232","0.5265414714813232","69","69","69","0.5625150799751282","0.5625150799751282","0.5625150799751282","68","68","68","0.5751408934593201","0.5751408934593201","0.5751408934593201"
"69","70","70","70","0.11836639046669006","0.11836639046669006","0.11836639046669006","70","70","70","0.15990586578845978","0.15990586578845978","0.15990586578845978","70","70","70","0.35870125889778137","0.35870125889778137","0.35870125889778137","70","70","70","0.11105384677648544","0.11105384677648544","0.11105384677648544","70","70","70","0.5293195843696594","0.5293195843696594","0.5293195843696594","70","70","70","0.5793465971946716","0.5793465971946716","0.5793465971946716","69","69","69","0.558343231678009","0.558343231678009","0.558343231678009"
"70","71","71","71","0.15316249430179596","0.15316249430179596","0.15316249430179596","71","71","71","0.15990586578845978","0.15990586578845978","0.15990586578845978","71","71","71","0.381648987531662","0.381648987531662","0.381648987531662","71","71","71","0.0388493575155735","0.0388493575155735","0.0388493575155735","71","71","71","0.5524516105651855","0.5524516105651855","0.5524516105651855","71","71","71","0.5665381550788879","0.5665381550788879","0.5665381550788879","70","70","70","0.5690721869468689","0.5690721869468689","0.5690721869468689"
"71","72","72","72","0.1584939956665039","0.1584939956665039","0.1584939956665039","72","72","72","0.15990586578845978","0.15990586578845978","0.15990586578845978","72","72","72","0.2989780902862549","0.2989780902862549","0.2989780902862549","72","72","72","0.1621919721364975","0.1621919721364975","0.1621919721364975","72","72","72","0.5382755398750305","0.5382755398750305","0.5382755398750305","72","72","72","0.5933228731155396","0.5933228731155396","0.5933228731155396","71","71","71","0.5646514296531677","0.5646514296531677","0.5646514296531677"
"72","73","73","73","0.1463470458984375","0.1463470458984375","0.1463470458984375","73","73","73","0.15899384021759033","0.15899384021759033","0.15899384021759033","73","73","73","0.3911922872066498","0.3911922872066498","0.3911922872066498","73","73","73","0.09919646382331848","0.09919646382331848","0.09919646382331848","73","73","73","0.5157480835914612","0.5157480835914612","0.5157480835914612","73","73","73","0.5607722401618958","0.5607722401618958","0.5607722401618958","72","72","72","0.5651165843009949","0.5651165843009949","0.5651165843009949"
"73","74","74","74","0.11681879311800003","0.11681879311800003","0.11681879311800003","74","74","74","0.15888291597366333","0.15888291597366333","0.15888291597366333","74","74","74","0.42889273166656494","0.42889273166656494","0.42889273166656494","74","74","74","0.10219919681549072","0.10219919681549072","0.10219919681549072","74","74","74","0.5270309448242188","0.5270309448242188","0.5270309448242188","74","74","74","0.5818171501159668","0.5818171501159668","0.5818171501159668","73","73","73","0.5647449493408203","0.5647449493408203","0.5647449493408203"
"74","75","75","75","0.05221744254231453","0.05221744254231453","0.05221744254231453","75","75","75","0.15875452756881714","0.15875452756881714","0.15875452756881714","75","75","75","0.373500794172287","0.373500794172287","0.373500794172287","75","75","75","0.17701882123947144","0.17701882123947144","0.17701882123947144","75","75","75","0.5645083785057068","0.5645083785057068","0.5645083785057068","75","75","75","0.5681465268135071","0.5681465268135071","0.5681465268135071","74","74","74","0.5339567065238953","0.5339567065238953","0.5339567065238953"
"75","76","76","76","0.1392774134874344","0.1392774134874344","0.1392774134874344","76","76","76","0.15875452756881714","0.15875452756881714","0.15875452756881714","76","76","76","0.37021398544311523","0.37021398544311523","0.37021398544311523","76","76","76","0.1491451859474182","0.1491451859474182","0.1491451859474182","76","76","76","0.4964408576488495","0.4964408576488495","0.4964408576488495","76","76","76","0.5633143782615662","0.5633143782615662","0.5633143782615662","75","75","75","0.5348486304283142","0.5348486304283142","0.5348486304283142"
"76","77","77","77","0.09321175515651703","0.09321175515651703","0.09321175515651703","77","77","77","0.15866294503211975","0.15866294503211975","0.15866294503211975","77","77","77","0.3040284216403961","0.3040284216403961","0.3040284216403961","77","77","77","0.13702750205993652","0.13702750205993652","0.13702750205993652","77","77","77","0.5128021836280823","0.5128021836280823","0.5128021836280823","77","77","77","0.5610582828521729","0.5610582828521729","0.5610582828521729","76","76","76","0.5668320059776306","0.5668320059776306","0.5668320059776306"
"77","78","78","78","0.20749041438102722","0.20749041438102722","0.20749041438102722","78","78","78","0.15875452756881714","0.15875452756881714","0.15875452756881714","78","78","78","0.33746063709259033","0.33746063709259033","0.33746063709259033","78","78","78","0.04514089599251747","0.04514089599251747","0.04514089599251747","78","78","78","0.4883151054382324","0.4883151054382324","0.4883151054382324","78","78","78","0.5611908435821533","0.5611908435821533","0.5611908435821533","77","77","77","0.5330753326416016","0.5330753326416016","0.5330753326416016"
"78","79","79","79","0.19222190976142883","0.19222190976142883","0.19222190976142883","79","79","79","0.15875452756881714","0.15875452756881714","0.15875452756881714","79","79","79","0.37033528089523315","0.37033528089523315","0.37033528089523315","79","79","79","0.09636134654283524","0.09636134654283524","0.09636134654283524","79","79","79","0.5529323816299438","0.5529323816299438","0.5529323816299438","79","79","79","0.5417027473449707","0.5417027473449707","0.5417027473449707","78","78","78","0.5263699889183044","0.5263699889183044","0.5263699889183044"
"79","80","80","80","0.09708251804113388","0.09708251804113388","0.09708251804113388","80","80","80","0.15875452756881714","0.15875452756881714","0.15875452756881714","80","80","80","0.4087837040424347","0.4087837040424347","0.4087837040424347","80","80","80","0.11666817218065262","0.11666817218065262","0.11666817218065262","80","80","80","0.5399025082588196","0.5399025082588196","0.5399025082588196","80","80","80","0.5504642128944397","0.5504642128944397","0.5504642128944397","79","79","79","0.5624001622200012","0.5624001622200012","0.5624001622200012"
"80","81","81","81","0.06453098356723785","0.06453098356723785","0.06453098356723785","81","81","81","0.15866294503211975","0.15866294503211975","0.15866294503211975","81","81","81","0.3948264718055725","0.3948264718055725","0.3948264718055725","81","81","81","0.05821837857365608","0.05821837857365608","0.05821837857365608","81","81","81","0.5447474718093872","0.5447474718093872","0.5447474718093872","81","81","81","0.550941526889801","0.550941526889801","0.550941526889801","80","80","80","0.5540004968643188","0.5540004968643188","0.5540004968643188"
"81","82","82","82","0.0844653770327568","0.0844653770327568","0.0844653770327568","82","82","82","0.15867555141448975","0.15867555141448975","0.15867555141448975","82","82","82","0.3840755820274353","0.3840755820274353","0.3840755820274353","82","82","82","0.11932466179132462","0.11932466179132462","0.11932466179132462","82","82","82","0.5339611172676086","0.5339611172676086","0.5339611172676086","82","82","82","0.5370688438415527","0.5370688438415527","0.5370688438415527","81","81","81","0.5619167685508728","0.5619167685508728","0.5619167685508728"
"82","83","83","83","0.07082921266555786","0.07082921266555786","0.07082921266555786","83","83","83","0.15778419375419617","0.15778419375419617","0.15778419375419617","83","83","83","0.42925897240638733","0.42925897240638733","0.42925897240638733","83","83","83","0.19319435954093933","0.19319435954093933","0.19319435954093933","83","83","83","0.508739173412323","0.508739173412323","0.508739173412323","83","83","83","0.5223410725593567","0.5223410725593567","0.5223410725593567","82","82","82","0.5363820791244507","0.5363820791244507","0.5363820791244507"
"83","84","84","84","0.21013878285884857","0.21013878285884857","0.21013878285884857","84","84","84","0.1575772762298584","0.1575772762298584","0.1575772762298584","84","84","84","0.4095779359340668","0.4095779359340668","0.4095779359340668","84","84","84","0.18266572058200836","0.18266572058200836","0.18266572058200836","84","84","84","0.5392446517944336","0.5392446517944336","0.5392446517944336","84","84","84","0.5684548020362854","0.5684548020362854","0.5684548020362854","83","83","83","0.5523583889007568","0.5523583889007568","0.5523583889007568"
"84","85","85","85","0.14808596670627594","0.14808596670627594","0.14808596670627594","85","85","85","0.15770000219345093","0.15770000219345093","0.15770000219345093","85","85","85","0.4522486627101898","0.4522486627101898","0.4522486627101898","85","85","85","0.17359238862991333","0.17359238862991333","0.17359238862991333","85","85","85","0.5400804281234741","0.5400804281234741","0.5400804281234741","85","85","85","0.522789716720581","0.522789716720581","0.522789716720581","84","84","84","0.5507081747055054","0.5507081747055054","0.5507081747055054"
"85","86","86","86","0.19138017296791077","0.19138017296791077","0.19138017296791077","86","86","86","0.15758410096168518","0.15758410096168518","0.15758410096168518","86","86","86","0.4263259172439575","0.4263259172439575","0.4263259172439575","86","86","86","0.18087337911128998","0.18087337911128998","0.18087337911128998","86","86","86","0.546861469745636","0.546861469745636","0.546861469745636","86","86","86","0.5675264000892639","0.5675264000892639","0.5675264000892639","85","85","85","0.577392041683197","0.577392041683197","0.577392041683197"
"86","87","87","87","0.20051315426826477","0.20051315426826477","0.20051315426826477","87","87","87","0.15758411586284637","0.15758411586284637","0.15758411586284637","87","87","87","0.4702235460281372","0.4702235460281372","0.4702235460281372","87","87","87","0.22599445283412933","0.22599445283412933","0.22599445283412933","87","87","87","0.49867314100265503","0.49867314100265503","0.49867314100265503","87","87","87","0.5633823275566101","0.5633823275566101","0.5633823275566101","86","86","86","0.5303566455841064","0.5303566455841064","0.5303566455841064"
"87","88","88","88","0.19002817571163177","0.19002817571163177","0.19002817571163177","88","88","88","0.15758411586284637","0.15758411586284637","0.15758411586284637","88","88","88","0.4296191334724426","0.4296191334724426","0.4296191334724426","88","88","88","0.2308722287416458","0.2308722287416458","0.2308722287416458","88","88","88","0.5342710018157959","0.5342710018157959","0.5342710018157959","88","88","88","0.5449330806732178","0.5449330806732178","0.5449330806732178","87","87","87","0.5293148159980774","0.5293148159980774","0.5293148159980774"
"88","89","89","89","0.11326111108064651","0.11326111108064651","0.11326111108064651","89","89","89","0.1565900295972824","0.1565900295972824","0.1565900295972824","89","89","89","0.4236975610256195","0.4236975610256195","0.4236975610256195","89","89","89","0.24865339696407318","0.24865339696407318","0.24865339696407318","89","89","89","0.563045084476471","0.563045084476471","0.563045084476471","89","89","89","0.556523859500885","0.556523859500885","0.556523859500885","88","88","88","0.5543378591537476","0.5543378591537476","0.5543378591537476"
"89","90","90","90","0.2141396850347519","0.2141396850347519","0.2141396850347519","90","90","90","0.1565900295972824","0.1565900295972824","0.1565900295972824","90","90","90","0.41934269666671753","0.41934269666671753","0.41934269666671753","90","90","90","0.21963432431221008","0.21963432431221008","0.21963432431221008","90","90","90","0.5509793162345886","0.5509793162345886","0.5509793162345886","90","90","90","0.5361375212669373","0.5361375212669373","0.5361375212669373","89","89","89","0.5323917269706726","0.5323917269706726","0.5323917269706726"
"90","91","91","91","0.10370984673500061","0.10370984673500061","0.10370984673500061","91","91","91","0.1566987931728363","0.1566987931728363","0.1566987931728363","91","91","91","0.4337509870529175","0.4337509870529175","0.4337509870529175","91","91","91","0.21689848601818085","0.21689848601818085","0.21689848601818085","91","91","91","0.5303415656089783","0.5303415656089783","0.5303415656089783","91","91","91","0.5515187382698059","0.5515187382698059","0.5515187382698059","90","90","90","0.536780834197998","0.536780834197998","0.536780834197998"
"91","92","92","92","0.17826974391937256","0.17826974391937256","0.17826974391937256","92","92","92","0.15551811456680298","0.15551811456680298","0.15551811456680298","92","92","92","0.44394904375076294","0.44394904375076294","0.44394904375076294","92","92","92","0.20158807933330536","0.20158807933330536","0.20158807933330536","92","92","92","0.48682108521461487","0.48682108521461487","0.48682108521461487","92","92","92","0.5637827515602112","0.5637827515602112","0.5637827515602112","91","91","91","0.5586658716201782","0.5586658716201782","0.5586658716201782"
"92","93","93","93","0.20558495819568634","0.20558495819568634","0.20558495819568634","93","93","93","0.1566987931728363","0.1566987931728363","0.1566987931728363","93","93","93","0.4625273644924164","0.4625273644924164","0.4625273644924164","93","93","93","0.2462053745985031","0.2462053745985031","0.2462053745985031","93","93","93","0.47852009534835815","0.47852009534835815","0.47852009534835815","93","93","93","0.5266788601875305","0.5266788601875305","0.5266788601875305","92","92","92","0.552310049533844","0.552310049533844","0.552310049533844"
"93","94","94","94","0.13823255896568298","0.13823255896568298","0.13823255896568298","94","94","94","0.15551809966564178","0.15551809966564178","0.15551809966564178","94","94","94","0.4448562562465668","0.4448562562465668","0.4448562562465668","94","94","94","0.26763489842414856","0.26763489842414856","0.26763489842414856","94","94","94","0.502363383769989","0.502363383769989","0.502363383769989","94","94","94","0.5356038808822632","0.5356038808822632","0.5356038808822632","93","93","93","0.5455074906349182","0.5455074906349182","0.5455074906349182"
"94","95","95","95","0.10707550495862961","0.10707550495862961","0.10707550495862961","95","95","95","0.15551809966564178","0.15551809966564178","0.15551809966564178","95","95","95","0.4818646311759949","0.4818646311759949","0.4818646311759949","95","95","95","0.3326931297779083","0.3326931297779083","0.3326931297779083","95","95","95","0.5306838154792786","0.5306838154792786","0.5306838154792786","95","95","95","0.5409289002418518","0.5409289002418518","0.5409289002418518","94","94","94","0.551105260848999","0.551105260848999","0.551105260848999"
"95","96","96","96","0.08327565342187881","0.08327565342187881","0.08327565342187881","96","96","96","0.15551809966564178","0.15551809966564178","0.15551809966564178","96","96","96","0.46887290477752686","0.46887290477752686","0.46887290477752686","96","96","96","0.27680644392967224","0.27680644392967224","0.27680644392967224","96","96","96","0.5089321136474609","0.5089321136474609","0.5089321136474609","96","96","96","0.5417267084121704","0.5417267084121704","0.5417267084121704","95","95","95","0.533743143081665","0.533743143081665","0.533743143081665"
"96","97","97","97","0.1663617193698883","0.1663617193698883","0.1663617193698883","97","97","97","0.15553757548332214","0.15553757548332214","0.15553757548332214","97","97","97","0.45689520239830017","0.45689520239830017","0.45689520239830017","97","97","97","0.2716729938983917","0.2716729938983917","0.2716729938983917","97","97","97","0.4964906573295593","0.4964906573295593","0.4964906573295593","97","97","97","0.5210276246070862","0.5210276246070862","0.5210276246070862","96","96","96","0.5395151972770691","0.5395151972770691","0.5395151972770691"
"97","98","98","98","0.13701817393302917","0.13701817393302917","0.13701817393302917","98","98","98","0.15553759038448334","0.15553759038448334","0.15553759038448334","98","98","98","0.4889068007469177","0.4889068007469177","0.4889068007469177","98","98","98","0.2569980025291443","0.2569980025291443","0.2569980025291443","98","98","98","0.5124107003211975","0.5124107003211975","0.5124107003211975","98","98","98","0.5449192523956299","0.5449192523956299","0.5449192523956299","97","97","97","0.5409381985664368","0.5409381985664368","0.5409381985664368"
"98","99","99","99","0.12530925869941711","0.12530925869941711","0.12530925869941711","99","99","99","0.1557963788509369","0.1557963788509369","0.1557963788509369","99","99","99","0.4654058814048767","0.4654058814048767","0.4654058814048767","99","99","99","0.3036363422870636","0.3036363422870636","0.3036363422870636","99","99","99","0.506722092628479","0.506722092628479","0.506722092628479","99","99","99","0.5166798830032349","0.5166798830032349","0.5166798830032349","98","98","98","0.5382593870162964","0.5382593870162964","0.5382593870162964"
"99","100","100","100","0.21864889562129974","0.21864889562129974","0.21864889562129974","100","100","100","0.1557963788509369","0.1557963788509369","0.1557963788509369","100","100","100","0.44168928265571594","0.44168928265571594","0.44168928265571594","100","100","100","0.17450976371765137","0.17450976371765137","0.17450976371765137","100","100","100","0.5010389089584351","0.5010389089584351","0.5010389089584351","100","100","100","0.4982208013534546","0.4982208013534546","0.4982208013534546","99","99","99","0.5446414351463318","0.5446414351463318","0.5446414351463318"
"100","101","101","101","0.1116710901260376","0.1116710901260376","0.1116710901260376","101","101","101","0.1557963788509369","0.1557963788509369","0.1557963788509369","101","101","101","0.5031909346580505","0.5031909346580505","0.5031909346580505","101","101","101","0.20829050242900848","0.20829050242900848","0.20829050242900848","101","101","101","0.5521840453147888","0.5521840453147888","0.5521840453147888","101","101","101","0.5129009485244751","0.5129009485244751","0.5129009485244751","100","100","100","0.5545170903205872","0.5545170903205872","0.5545170903205872"